sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,product_online,tax_class_name,visibility,price,special_price,url_key,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
CCQ-11039,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Kids/PRODUCTS/STYLE/CUSTARD,Default Category/Categories/Kids,Default Category/SHOP INFLUENCER PICKS FOR KIDS/@imanmetwally,Default Category/Categories/Kids/SHOP/Kids Clearance","base,gcc,UAE",Custard,1,Taxable Goods,"Catalog, Search",5.95,,curly-q-s-custard,"4/3/23, 9:24 AM","5/18/24, 9:10 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000154,featured=No,hair_type=Coily Hair,ingredients=Water, Certified Organic Soybean oil, Certified Organic Aloe Barbadensis Leaf Juice, Glycerin, Ethylhexyl Palmitate, Glyceryl Stearate, Certified Organic Helianthus Annuus (Sunflower) Seed Oil, Methylheptyl Isostearate, Certified Organic Butyrospermum Parkii (Shea Butter), Certified Organic Prunus Amygdalus Dulcis (Sweet Almond) Oil, Certified Organic Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol, Panthenol, Allantoin, Cetearyl Alcohol, Stearic Acid, Sodium Carbomer, Potassium Sorbate, Cetyl Alcohol, Fragrance, Phenoxyethanol, Caprylyl Glycol, Caramel, Citric Acid,mgs_brand=CURLY Q's,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/c/u/curl_creme_qzucn6klrr6kvzqk.png,,,,,,,,,,,,,,
CCQ-11042,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Kids/PRODUCTS/CONDITION/LEAVE-IN,Default Category/Categories/Kids/PRODUCTS/MOISTURIZE/LEAVE IN,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Kids,Default Category/SHOP INFLUENCER PICKS FOR KIDS/@imanmetwally,Default Category/Categories/Kids/SHOP/Kids Clearance","base,gcc,UAE",Milkshake,1,Taxable Goods,"Catalog, Search",6.5,,curly-q-s-milkshake,"4/3/23, 9:24 AM","5/18/24, 9:00 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000161,featured=No,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=<p>Curly Q Milkshake can double as both a leave in curl lotion and a rinse off conditioner for fine curlies.<br>Curly Q Milkshake works great as a leave in (before styling) for thicker, kinky textured curls.</p>,ingredients=<p>Water, Glycine Soja (Soybean) Oil, Certified Organic Aloe Barbadensis Leaf Juice, Behentrimonium Methosulfate, Cetearyl Alcohol, Certified Organic Simmondsia Chinensis (Jojoba) Seed Oil, Certified Organic Prunus Amygdalus Dulcis (Sweet Almond) Oil, Lecithin, Milk Amino Acids, Methylheptyl Isostearate, Certified Organic Aloe Barbadensis Leaf Extract, Certified Organic Camellia Sinensis Leaf Extract, Certified Organic Anthemis Nobilis Flower Extract, Certified Organic Lavandula Angustifolia (Lavender) Flower Extract, Certified Organic Arnica Montana Flower Extract, Certified Organic Cocos Nucifera (Coconut) Juice, Soytrimonium Chloride, Allantoin, Cetrimonium Chloride, Potassium Sorbate, Phenoxyethanol, Caprylyl Glycol, Fragrance, Caramel.</p>,mgs_brand=CURLY Q's,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/m/i/milkshake_0s6ms12gdugfwl22.png,,,,,,,,,,,,,,
CCQ-11043,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Kids/PRODUCTS/CONDITION/LEAVE-IN,Default Category/Categories/Kids/PRODUCTS/MOISTURIZE/LEAVE IN,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Kids,Default Category/Categories/Kids/PRODUCTS/REFRESH,Default Category/Categories/Kids/PRODUCTS/REFRESH/REFRESH\/DETANGLING SPRAY,Default Category/SHOP INFLUENCER PICKS FOR KIDS/@imanmetwally,Default Category/Categories/Kids/SHOP/Kids Clearance","base,gcc,UAE",Moist Curls Moisturizer Detangler,1,Taxable Goods,"Catalog, Search",6.5,,curly-q-s-moist-curls-moisturizer-detangler,"4/3/23, 9:24 AM","5/26/24, 5:35 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000147,featured=No,hair_type=Wavy Hair|Curly Hair|Coily Hair,ingredients=Water, Glycerin, Bean Tree, Certified Organic White Tea Extract, Certified Organic Chamomille Extract, Certified Organic Pomegranate Seed Extract, Hydroxypropyltrimonium, Hydrolyzed Corn Starch, Certified Organic Butyrospermum Parkii Shea Butter, Certified Organic Simmondsia Chinensis (Jojoba Seed Oil), Certified Organic Cocos Nucifera Coconut Oil, Triticum Vulgare (Wheat) Germ Oil, Silk Amino Acids, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Disodium EDTA, Potassium Sorbate, Phenoxyethanol, Caprylyl Glycol, Natural Fragrance.,mgs_brand=CURLY Q's,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/d/e/detangler_zddlxmyzoapdgeor.png,,,,,,,,,,,,,,
CCQ-11037,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Kids/PRODUCTS/CONDITION/RINSE OUT,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Kids,Default Category/SHOP INFLUENCER PICKS FOR KIDS/@imanmetwally,Default Category/Categories/Kids/SHOP/Kids Clearance","base,gcc",Coconut Dream Conditioner,1,Taxable Goods,"Catalog, Search",5,,curly-q-s-coconut-dream-conditioner,"4/3/23, 9:24 AM","5/18/24, 8:55 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000130,featured=Yes,hair_type=Wavy Hair|Curly Hair|Coily Hair,ingredients=Purified Water, Cetyl Alcohol (derived from coconut) Stearalkonium Chloride, Cetearyl Alcohol (derived from coconut), Polysorbate 60, Virgin Coconut Oil (Cocos Hucifera), Panthenol, Certified Organic Arnica Flower Extract, Certified Organic Chamoile Flower Extract, Certified Organic White Tea Extract, Monoi de Tahiti, Methylheptyl Isostearate, Hydroxypropyltrimonium, Hydrolyzed Corn Starch, Potassium Sorbate, Phenoxyethanol, Caprylyl Glycol, Natural Fragrance, Caramel.,mgs_brand=CURLY Q's,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/c/o/conditioner_c1686744-6a77-436a-87fc-a0b34179ebf7_kilkdcdgnie7txgo.png,,,,,,,,,,,,,,
CCQ-11036,,Default,simple,"Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Kids/PRODUCTS/CLEANSE/CO WASH,Default Category/Categories/Kids,Default Category/SHOP INFLUENCER PICKS FOR KIDS/@imanmetwally,Default Category/Categories/Kids/SHOP/Kids Clearance","base,gcc,UAE",Cleansing Cream,1,Taxable Goods,"Catalog, Search",5.5,,curly-q-s-cleansing-cream,"4/3/23, 9:24 AM","5/18/24, 8:50 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000123,featured=No,hair_type=Wavy Hair|Curly Hair|Coily Hair,ingredients=Water, Cocamidopropyl Betaine, Stearic Acid, Sodium Cocoyl Isethionate, Behentrimonium Methosulfate, Polyquaternium-7, Methylheptyl Isostearate, Cetearyl Alcohol, Glycerin, Fragrance, Sodium Methyl Cocoyl Taurate, Silk Amino Acids, Panthenol, Certified Organic Daucus Carota Sativa (Carrot) Seed Oil, Certified Organic Arnica Montana Flower Extract, Certified Organic Aesculus Hippocastanum (Horse Chestnut) Extract, Certified Organic Salvia Officinalis (Sage) Leaf Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Potassium Sorbate, Phenoxyethanol, Caprylyl Glycol, Caramel.,mgs_brand=CURLY Q's,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/c/l/cleansing_cream_bgtunjd3sdjhns4u.png,,,,,,,,,,,,,,
CPP-11033,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/GLYCERIN FREE,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/PRODUCTS/TREAT/SCALP TREATMENT,Default Category/Categories/Women/PRODUCTS/OILS/SCALP TREATMENT","base,gcc,UAE",Curls - So So Fresh Vitamin C + Mint Scalp Treatment,1,Taxable Goods,"Catalog, Search",4,3.75,curls-so-so-fresh-vitamin-c-mint-scalp-treatment,"4/3/23, 9:24 AM","5/15/24, 6:50 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=868127000491,featured=No,hair_concern=Glycerin Free,hair_type=Wavy Hair|Coily Hair,ingredients=Carthamus tinctorius (Safflower) Seed Oil Glycine Soja (Soybean) Oil Helianthus Annuus (Sunflower) Seed Oil Octyl Palmitate Menthol Cocos Nucifera (Coconut) Oil Ananas Sativus (Pineapple) Fruit Extract Caprylic/Capric/Myristic/Stearic Triglyceride Butyrospermum Parkii (Shea) Butter Mentha Arvensis (Cornmint) Oil Tocopherol Fragrance,mgs_brand=CURLS POPPIN PINEAPPLE,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/s/c/scalp_treatment_cd65ca15-5a66-4bf9-8a0e-88aaf4cc0b93_hivu67g4pv5kzczk.png,,,,,,,,,,,,,,
CPP-11032,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/Categories/Women/PRODUCTS/STYLE/JELLY,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly","base,gcc,UAE",Curls - So So Def Vitamin C Curl Defining Jelly,1,Taxable Goods,"Catalog, Search",4,3.75,curls-so-so-def-vitamin-c-curl-defining-jelly,"4/3/23, 9:24 AM","7/2/24, 4:40 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=868127000484,featured=No,hair_concern=Coconut Oil Free,hair_type=Wavy Hair|Curly Hair|Coily Hair,ingredients=<p>Water Sorbitol Polyacrylate-14 Hydrogenated Castor Oil Polysorbate 20 Ananas Sativus (Pineapple) Fruit Extract Aloe Barbadensis Leaf Juice Keratin Hydrolyzed Quinoa Silk Amino Acids Panthenol Butyrospermum Parkii (Shea Butter) Mangifera Indica (Mango) Seed Butter Argania Spinosa (Argan) Kernel Oil Oenothera Biennis (Evening Primrose) Oil Jojoba Esters Tocopheryl Acetate Tetrahexyldecyl Ascorbate Xanthan Gum Carbomer Aminomethyl Propanol Phenoxyethanol Caprylyl Glycol Tetrasodium Glucamate Diacetate Fragrance Sodium Hydroxide Citric Acid</p>,mgs_brand=CURLS POPPIN PINEAPPLE,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/c/u/curl_defining_jelly_zsh9x3nynxmxreds.png,,,,,,,,,,,,,,
CPP-11035,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Women/PRODUCTS/CONDITION/LEAVE-IN,Default Category/Categories/Women/PRODUCTS/MOISTURIZE/LEAVE IN,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly","base,gcc,UAE",Curls - So So Smooth Vitamin C Leave In Conditioner,1,Taxable Goods,"Catalog, Search",4,3.75,curls-so-so-smooth-vitamin-c-leave-in-conditioner,"4/3/23, 9:24 AM","5/15/24, 6:00 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=868127000477,featured=No,hair_type=Wavy Hair|Curly Hair|Coily Hair,ingredients=Water, Behentrimonium Methosulfate, Cetearyl Alcohol, Cetyl Alcohol, 
Cocos Nucifera (Coconut) Oil, Glycereth-26, Ananas Sativus (Pineapple) Fruit Extract, Sorbitol, Aloe Barbadensis Leaf Juice, Hydrolyzed Quinoa, 
Silk Amino Acids, Anthemis Nobilis (Chamomile) Flower Extract, Fragrance, Phenoxyethanol, Caprylyl Glycol,mgs_brand=CURLS POPPIN PINEAPPLE,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/l/e/leave_in_9f5251d0-7562-4693-a97c-082a55ad18b3_t80jc5rriw1r008r.png,,,,,,,,,,,,,,
CPP-11035,ar,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP-11034,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/PRODUCTS/CONDITION/DEEP CONDITIONER,Default Category/Categories/Women/PRODUCTS/TREAT/DEEP CONDITIONING MASK","base,gcc,UAE",Curls - So So Moist Vitamin C Curl Mask,1,Taxable Goods,"Catalog, Search",4,3.75,curls-so-so-moist-vitamin-c-curl-mask,"4/3/23, 9:24 AM","8/2/24, 9:25 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=868127000460,featured=No,hair_type=Wavy Hair|Curly Hair|Coily Hair,ingredients=Water, Glycine Soja (Soybean) Oil, Octyl Palmitate, Cetearyl Alcohol, Behentrimonium Methosulfate, Glyceryl Stearate, Behentrimonium Chloride, Polysorbate 60, Cetyl Alcohol, Ananas Sativus (Pineapple) Fruit Extract, Anthemis Nobilis Flower Extract, Hydrolyzed Soy Protein, Cocos Nucifera (Coconut) Oil, Aloe Barbadensis Leaf Juice, Glycerin, Caprylic/Capric Triglyceride, Panthenol, Polysorbate 20, Fragrance, Phenoxyethanol, Caprylyl Glycol,mgs_brand=CURLS POPPIN PINEAPPLE,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/c/u/curl_mask_fnl8czjs6gqb1w3o.png,,,,,,,,,,,,,,
CPP-11031,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/Categories/Women/PRODUCTS/CLEANSE/SHAMPOO,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@thekrayat.kh","base,gcc,UAE",Curls - So So Clean Vitamin C Curl Wash,1,Taxable Goods,"Catalog, Search",4,3.75,curls-so-so-clean-vitamin-c-curl-wash,"4/3/23, 9:24 AM","5/13/24, 8:25 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=868127000453,featured=No,hair_concern=Coconut Oil Free,hair_type=Wavy Hair|Curly Hair|Coily Hair,ingredients=Water, Cocamidopropyl Betaine, Glycerin, Glycol Stearate, Polyquaternium-10, Polysorbate 20, Ananas Sativus (Pineapple) Fruit Extract, Aloe Barbadensis Leaf Juice, Anthemis Nobilis Flower Extract, Hydrolyzed Soy Protein, Polyquaternium-7, Lauramide DIPA, Fragrance, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, 
Citric Acid, Yellow 5,mgs_brand=CURLS POPPIN PINEAPPLE,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/s/o/so_so_cream_foepjnsmjgax4bml.png,,,,,,,,,,,,,,
CBB-11021,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/PRODUCTS/STYLE/EDGE CONTROL,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly","base,gcc,UAE",Curls - Blueberry Bliss Curl Control Paste,1,Taxable Goods,"Catalog, Search",4.75,,curls-blueberry-bliss-curl-control-paste,"4/3/23, 9:24 AM","6/20/24, 11:30 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000000,featured=No,hair_concern=Coconut Oil Free,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=Use on wet hair for a soft hold or on dry hold for a strong hold.,ingredients=Water, Ceteareth-25, PEG-7 Glyceryl Cocoate, Vegetable Glycerin, PEG-40 Hydrogenated Castor Oil, Keratin, Hydrolyzed Quinoa, Silk Amino Acids, Vaccinium Angustifolium (Blueberry) Fruit Extract, Butyrospermum Parkii (Shea Butter), Mangifera Indica (Mango) Seed Butter, Argania Spinosa (Argan) Kernel Oil, Oenothera Biennis (Evening Primrose) Oil, Jojoba Esters, Hydroxypropyltrimonium Hydrolyzed Corn Starch, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Potassium Sorbate, Phenoxyethanol, Fragrance, Blue 1, Red 33,mgs_brand=CURLS BLUEBERRY BLISS,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/b/l/blueberry_bliss_control_paste.png,,,,,,,,,,,,,,
CBB-11029,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/PROTEIN FREE,Default Category/Categories/Women/PRODUCTS/MOISTURIZE/CREAM,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/PRODUCTS/STYLE/CREAM,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly","base,gcc,UAE",Curls - Blueberry Bliss Twist N Shout Cream,1,Taxable Goods,"Catalog, Search",6.25,,curls-blueberry-bliss-twist-n-shout-cream,"4/3/23, 9:24 AM","6/20/24, 11:35 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000598,featured=No,hair_concern=Protein Free,hair_type=Curly Hair|Coily Hair,ingredients=Purified water, certified organic blueberry extract, certified organic coconut oil, certified organic safflower oil, cetyl alcohol, stearyl alcohol, sorbitol, glyerycl dilaurate, certified organic grape seed oil, certified organic mango seed butter, certifid organic shea butter, sodium pca, hydroxyethylcellulose, carbomer, acrylates copolymer, aminomethyl propanol, dehdroacetic acid, benzyl alcohol, hexyl cinnamal, hydroxycitronellal, lilial, linalool, benzyl benzoate, limonene.,mgs_brand=CURLS BLUEBERRY BLISS,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/b/l/blueberry_bliss_twist-n-shout_cream.png,,,,,,,,,,,,,,
CBB-11020,,Default,simple,"Default Category/Categories/Women,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/GLYCERIN FREE,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/PRODUCTS/STYLE/JELLY,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@curlswithhafsa,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly","base,gcc,UAE",Curls - Blueberry Bliss Curl Control Jelly,1,Taxable Goods,"Catalog, Search",7.5,,curls-blueberry-bliss-curl-control-jelly,"4/3/23, 9:24 AM","6/20/24, 11:40 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000604,benefits=<p><strong>Benefits of Blueberries:</strong><br>Proanthocyanidins, the plant chemical found in blueberries, interacts with hair follicles to&nbsp;<strong>accelerate growth and slow down hair graying and loss.</strong><br>Blueberries, rich in vitamin C and B complex are good for increasing hair growth by improving oxygenation and circulation of blood in the body, particularly the scalp. Prevents hair breakage, too little Vitamin C in your diet can lead to hair breakage.</p>,featured=No,hair_concern=Coconut Oil Free|Glycerin Free,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=<p>Apply to wet hair after applying Blueberry Bliss Reparative Leave in Conditioner.</p>,ingredients=<p>Water, Sorbitrol, Polyacrylate-14, Hydrogenated Castor Oil (seeds co pressed from the ricinus communis plant), Certified Organic Blueberry Leaf Extract, Certified Organic Aloe Leaf Juice, Keratin, Hydrololyzed Quinoa, Silk Amino Acids, Panthenol, Certified Organic Shea Butter, Certified Organic Mango Seed Butter, Certified Organic Argan Oil, Certified Organic Evening Primose, Jojoba Esters, Tocopheryl Acetate, Tetrheyldecyl Ascorbate, Carbomer, Aminomethyl Propanol, Phenoxyethanol, Caprylyl Glycol, Tetrasodium EDTA, Fragrance, Citric Acid.</p>,mgs_brand=CURLS BLUEBERRY BLISS,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/b/l/blueberry_bliss_curl_control_jelly.png,,,,,,,,,,,,,,
CBB-11019,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/GLYCERIN FREE,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/PRODUCTS/TREAT/SCALP TREATMENT,Default Category/Categories/Women/PRODUCTS/OILS/SCALP TREATMENT,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/DANDRUFF,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly","base,gcc,UAE",Curls - Blueberry & Mint Tea Scalp Treatment,1,Taxable Goods,"Catalog, Search",5,,curls-blueberry-mint-tea-scalp-treatment,"4/3/23, 9:24 AM","6/20/24, 12:15 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=859776000826,featured=No,hair_concern=Glycerin Free,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=<p>Apply BLUEBERRY & MINT TEA Scalp Treatment daily.<br>Apply directly to entire scalp.<br>Gently and evenly distribute.<br>Do not rinse.<br>Use before and after braiding hair, when wearing a wig, creating a protective style, or installing/taking down a weave/extensions.</p>,ingredients=<p>Certified Organic Safflower Seed Oil, Certified Organic Soybean Oil, Certified Organic Caprylic/Capric/Myristic/ Stearic Triglyceride, Certified Organic Sunflower Seed Oil, Menthol Certified Organic Coconut Oil, Octyl Palmitate, Certified Organic Blueberry Seed Oil, Certified Organic Shea Butter, Certified Organic Cornmint Oil, Tocopherol, Fragrance</p>,mgs_brand=CURLS BLUEBERRY BLISS,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/8/1/810110850293_2_.png,,,,,,,,,,,,,,
