sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,product_online,tax_class_name,visibility,price,special_price,url_key,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
FCL-FC016,,Default,simple,"Default Category/Categories/Women/PRODUCTS/STYLE/FOAM,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@curlswithhafsa,Default Category/Categories/Women/PRODUCTS/CLEARANCE",,Sweet Hibiscus Curl Volumizing Foam,2,Taxable Goods,"Catalog, Search",6.95,4.17,flora-curl-sweet-hibiscus-curl-volumizing-foam,"4/3/23, 9:14 AM","5/30/24, 2:47 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"benefits=<ul>
<li>Targets flat, limp areas in the hair with a volumizing moisture boost</li>
<li>Helps to create a full-bodied curl pattern</li>
<li>Perfect&nbsp;for all curl types</li>
<li>A&nbsp;light-weight and alcohol-free formula that won't dry out or weigh down your curls</li>
<li>Just a few pumps activate and enhance your natural texture, keeping&nbsp;your curls&nbsp;voluminous throughout the week.</li>
</ul>,featured=No,hair_concern=Coconut Oil Free|Vegan,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=<p>Pump it 2-3 times into your palms,&nbsp;then apply to your hair while smoothing it down. Allow curls to form, then air dry to set curls. A hooded dryer, or a diffuser may be used for faster drying. It can be&nbsp;applied&nbsp;to:</p>
<ul>
<li>Dry hair: Apply it lightly to dry 2nd or 3rd-day hair to volumize your curls during the week.</li>
<li>Damp or freshly washed hair: Apply it to damp hair then style as usual.</li>
</ul>
<p>For extra curl enhancement,&nbsp;apply it before or after using the Sweet Hibiscus Curl Activating Lotion, Curl Defining Gel and Twist & Braid Cream. A perfect bundle!</p>,ingredients=<p><span style=""font-size: 14px;"">Aqua (Distilled Water), Maltodextrin/VP Copolymer*, Cocamidopropyl Betaine**, Aloe Barbadensis (Aloe Vera) Leaf Juice, Glycerine, Sorbitol, Polysorbate 20, Hydrolyzed Rice Protein, Hydrolyzed Soy Protein, Panthenol Powder, Hibiscus Sabdariffa (Hibiscus) Flower Extract, Althea Officinalis (Marshmallow) Root Extract, Nelumbo Nucifera (Lotus) Flower Extract, Arctium Lappa (Burdock) Root Extract, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate, Citric Acid, Tocopherol, Natural Fragrance***, Limonene***, Linalool***, Geraniol***, Citral***, Citronellol***</span></p>
<p>*naturally derived **derived from coconut<br>***natural component of essential oils</p>,mgs_brand=FLORA & CURL,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,"/s/w/sweet-hibiscus-curl-volumizing-foam-red2_400x400_7110ebc7-1a32-47f3-a587-ff2f3a2a3199_l5a0zdcqs2ep3fvq.jpg,/v/o/volumising_foam.jpg",",",,,,,,,,,,,,,
HES-90061,,Default,simple,"Default Category/Categories/Women/ACCESSORIES FOR WOMEN/COMBS,Default Category/Categories/Kids/ACCESSORIES FOR KIDS/COMBS,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR","base,gcc,UAE",Shower Comb - Pearl,1,Taxable Goods,"Catalog, Search",5,,hair-essentials-shower-comb,"4/3/23, 9:14 AM","5/18/24, 6:25 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=898020229083,featured=No,hair_type=Wavy Hair|Curly Hair|Coily Hair,mgs_brand=HAIR ESSENTIALS,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/s/h/showercombpearl_8h3w2bbt0z3jvisp.jpg,,,,,,,,,,,,,,
HES-11338,,Default,simple,"Default Category/Categories/Women/ACCESSORIES FOR WOMEN/PILLOWCASE,Default Category/Categories/Men/ACCESSORIES FOR MEN/PILLOWCASE,Default Category/Categories/Kids/ACCESSORIES FOR KIDS/PILLOWCASE,Default Category/Categories/Women/ACCESSORIES FOR WOMEN/SATIN,Default Category/Categories/Men/ACCESSORIES FOR MEN/SATIN,Default Category/Categories/Kids/ACCESSORIES FOR KIDS/SATIN,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/COILY HAIR","base,gcc",Hair Essentials - Basic 2 Pack Satin Pillowcase,1,Taxable Goods,"Catalog, Search",6,,hair-essentials-basic-2-pack-satin-pillowcase,"4/3/23, 9:14 AM","5/18/24, 6:15 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=898020229075,featured=Yes,hair_type=Wavy Hair|Curly Hair|Coily Hair,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/8/_/8_tsi7xgzo0k1tecjk.jpg,,,,,,,,,,,,,,
HES-11334,,Default,simple,"Default Category/Categories/Women/ACCESSORIES FOR WOMEN/PILLOWCASE,Default Category/Categories/Kids/ACCESSORIES FOR KIDS/PILLOWCASE,Default Category/Categories/Women/ACCESSORIES FOR WOMEN/SATIN,Default Category/Categories/Kids/ACCESSORIES FOR KIDS/SATIN,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR","base,gcc",Basic Satin Pillowcase - Purple,1,Taxable Goods,"Catalog, Search",3.5,,hair-essentials-basic-satin-pillowcase,"4/3/23, 9:14 AM","5/18/24, 6:15 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=898020229071,featured=No,hair_type=Wavy Hair|Curly Hair|Coily Hair,mgs_brand=HAIR ESSENTIALS,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/4/_/4.jpg,,,,,,,,,,,,,,
TPC-11245,,Default,simple,"Default Category/Categories/Women/ACCESSORIES FOR WOMEN/HAIR CLIPS,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Kids/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Kids/ACCESSORIES FOR KIDS/HAIR CLIPS","base,gcc",The Puff Cuff - Teeny (5 pc),1,Taxable Goods,"Catalog, Search",7,,puff-cuff-teeny-5-pc,"4/3/23, 9:14 AM","6/13/24, 11:45 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=863918000360,featured=No,hair_type=Wavy Hair|Curly Hair|Coily Hair,mgs_brand=THE PUFFCUFF,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/t/e/teeny.jpg,,,,,,,,,,,,,,
CSM-ST006,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@curlswith.vee,Default Category/Categories/Women/PRODUCTS/CONDITION/RINSE OUT,Default Category/Categories/Women/PRODUCTS/CONDITION/LEAVE-IN,Default Category/Categories/Women/PRODUCTS/CONDITION/DEEP CONDITIONER,Default Category/Categories/Women/PRODUCTS/MOISTURIZE/LEAVE IN,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/Categories/Men/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/TV /How to use Curlsmith protein bundle for color damaged hair?,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COLOR TREATED HAIR,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@noujoud_yassine,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@haya_aldoserri,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@latfa_makeup,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@thekrayat.kh,Default Category/Categories/Women,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@beingLayla_A,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@aishasaad94","base,gcc",Curlsmith - Multi-tasking Conditioner,1,Taxable Goods,"Catalog, Search",11.75,8.65,curlsmith-multi-tasking-conditioner,"4/3/23, 9:14 AM","8/3/24, 1:00 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=850005417637,featured=No,hair_concern=Coconut Oil Free|Vegan,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=<p>AS A CONDITIONER: leave on for 1-2 minutes, then rinse, to instantly detangle, smooth and revive your hair.</p>
<p>AS A DEEP CONDITIONER: leave on for 15-30 minutes, then rinse, to deeply nourish and replenish your strands.</p>
<p>AS A LEAVE-IN: rake through wet, freshly washed hair to maintain moisture and plump curls until the next wash.</p>,ingredients=<p>Water (Aqua), Ricinus Communis (Castor) Seed Oil, Cetearyl Alcohol, &nbsp;Dicaprylyl Carbonate, Behentrimonium Chloride, Orbignya Speciosa (Babassu) Kernel Oil, Panthenol, Simmondsia Chinensis (Jojoba) Seed Oil, Astrocaryum Murumuru Seed Butter, Cucurbita Pepo (Pumpkin) Seed Extract*, Opuntia Tuna (Prickly Pear) Fruit Extract, Ribes Nigrum (Black Currant) Fruit Extract, Psidium Guajava (Guava) Fruit Extract, Brassica Oleracea Acephala (Kale) Leaf Extract, Lentinus Edodes (Shiitake Mushroom) Extract*, Hydroxypropylgluconamide, Hydroxypropylammonium Gluconate, Hydrolyzed Hemp Seed Extract, Hydrolyzed Rice Protein, Butyrospermum Parkii (Shea) Butter, Glycerin, Polyquaternium-10, Guar Hydroxypropyltrimonium Chloride, Ethylhexylglycerin, Tartaric Acid, Citric Acid, Disodium Edta, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Sodium Hydroxide, Benzyl Alcohol, Linalool, Limonene, Geraniol, Citronellol, Fragrance (Parfum).</p>,mgs_brand=CURLSMITH - STRENGTH LINE,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,"/c/s/cs_multi_conditioner_8oz-hero_1024x1024_7d4df3d5-ccf9-4e5f-a78a-1c9d335dd2c3_2uolobr4rjaxjwzl.jpg,/4/_/4_1_1.jpg,/5/_/5_1.jpg,/1/0/10_2.jpg",",,,",,,,,,,,,,,,,
CSM-ST006,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST006,ar,Default,simple,,,كيرلسميث - ملتي-تاسكينج كوندشنر,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p style=""text-align: right;"">كبلسم: اتركيه على الشعر لمدة 1-2 دقيقة، ثم اشطفيه لفك تشابك الشعر وتنعيمه وإضفاء الحيوية عليه على الفور.</p>
<p style=""text-align: right;"">&nbsp;</p>
<p style=""text-align: right;"">كبلسم عميق: اتركيه على الشعر لمدة 15-30 دقيقة، ثم إغسل لتغذية عميقة وتجديد الشعر.</p>
<p style=""text-align: right;"">&nbsp;</p>
<p style=""text-align: right;"">كمرطب للبقاء على الشعر: ضعيه على شعرك المبلل والنظيف، وقم بالتمشيط للحفاظ على الترطيب وإضفاء حيوية على التموجات حتى الغسل التالي.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST006,gcc_en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST006,gcc_ar,Default,simple,,,كيرلسميث - ملتي-تاسكينج كوندشنر,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p style=""text-align: right;"">كبلسم: اتركيه على الشعر لمدة 1-2 دقيقة، ثم اشطفيه لفك تشابك الشعر وتنعيمه وإضفاء الحيوية عليه على الفور.</p>
<p style=""text-align: right;"">&nbsp;</p>
<p style=""text-align: right;"">كبلسم عميق: اتركيه على الشعر لمدة 15-30 دقيقة، ثم إغسل لتغذية عميقة وتجديد الشعر.</p>
<p style=""text-align: right;"">&nbsp;</p>
<p style=""text-align: right;"">كمرطب للبقاء على الشعر: ضعيه على شعرك المبلل والنظيف، وقم بالتمشيط للحفاظ على الترطيب وإضفاء حيوية على التموجات حتى الغسل التالي.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST005,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@hibastouhi,Default Category/Categories/Women/PRODUCTS/STYLE/GEL,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/TV /How to use Curlsmith protein bundle for color damaged hair?,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COLOR TREATED HAIR,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@noujoud_yassine,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@haya_aldoserri,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@latfa_makeup,Default Category/Categories/Women","base,gcc,UAE",Curlsmith - Shape Up Aqua Gel,1,Taxable Goods,"Catalog, Search",11.75,,curlsmith-shape-up-aqua-gel-8-oz,"4/3/23, 9:24 AM","8/2/24, 9:35 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=850005417644,featured=No,hair_concern=Coconut Oil Free|Vegan,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=<p>Apply to soaking wet hair. For extra moisture, prime your hair with your favorite Curlsmith leave-in. Rake through to ensure you are evenly coating all strands. Use the ‘praying hands’ method to smooth all locks down, seal the moisture in and tame the cuticles. Scrunch to encourage curl formation, then air dry or diffuse.</p>,ingredients=Water (Aqua), Pvp, Panthenol, Peg-40 Hydrogenated Castor Oil, Lentinus Edodes (Shiitake Mushroom) Extract*, Psidium Guajava (Guava) Fruit Extract, Ribes Nigrum (Black Currant) Fruit Extract, Brassica Oleracea Acephala (Kale) Leaf Extract, Opuntia Tuna (Prickly Pear) Fruit Extract, Cucurbita Pepo (Pumpkin) Seed Extract*, Hydroxypropylgluconamide, Hydroxypropylammonium Gluconate, Hydrolyzed Hemp Seed Extract, Hydrolyzed Rice Protein, Carbomer, Glycerin, Ethylhexylglycerin, Tartaric Acid, Disodium Edta, Sodium Benzoate, Potassium Sorbate, Citric Acid, Aminomethyl Propanol, Phenoxyethanol, Benzyl Alcohol, Linalool, Limonene, Geraniol, Fragrance (Parfum).,mgs_brand=CURLSMITH - STRENGTH LINE,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,"/c/s/cs_shapeupaquagel_8oz-hero_1024x1024_9de79d19-040b-4917-9d34-e195d919cffd_hypm3oekftv3uzeg.jpg,/2/_/2_2_3.jpg,/3/_/3_3.jpg,/1/0/10_3.jpg",",,,",,,,,,,,,,,,,
CSM-ST005,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST005,ar,Default,simple,,,كيرلسميث - شيب أب أكوا جل ,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p style=""text-align: right;"">ضعيه على شعر مبلل تمامًا. للحصول على رطوبة إضافية، قومي بتحضير شعرك باستخدام ليف-إن كيرلسميث المفضل لديك. امشطي الشعر للتأكد من توزيع المنتج بالتساوي على جميع الخيوط. استخدمي طريقة ""يدين الصلاة"" لتمليس الشعر وإحكام إغلاق الرطوبة وتهدئة القشور. اعصري لتعزيز تشكيل التجعيدات، ثم دعي الشعر يجف بالهواء أو استخدمي المجفف.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST005,gcc_en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST005,gcc_ar,Default,simple,,,كيرلسميث - شيب أب أكوا ,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p style=""text-align: right;"">ضعيه على شعر مبلل تمامًا. للحصول على رطوبة إضافية، قومي بتحضير شعرك باستخدام ليف-إن كيرلسميث المفضل لديك. امشطي الشعر للتأكد من توزيع المنتج بالتساوي على جميع الخيوط. استخدمي طريقة ""يدين الصلاة"" لتمليس الشعر وإحكام إغلاق الرطوبة وتهدئة القشور. اعصري لتعزيز تشكيل التجعيدات، ثم دعي الشعر يجف بالهواء أو استخدمي المجفف.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST005,uae_ar,Default,simple,,,كيرلسميث - شيب أب أكوا ,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p style=""text-align: right;"">ضعيه على شعر مبلل تمامًا. للحصول على رطوبة إضافية، قومي بتحضير شعرك باستخدام ليف-إن كيرلسميث المفضل لديك. امشطي الشعر للتأكد من توزيع المنتج بالتساوي على جميع الخيوط. استخدمي طريقة ""يدين الصلاة"" لتمليس الشعر وإحكام إغلاق الرطوبة وتهدئة القشور. اعصري لتعزيز تشكيل التجعيدات، ثم دعي الشعر يجف بالهواء أو استخدمي المجفف.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST004,,Default,simple,"Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@ascia,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@curlswith.vee,Default Category/Categories/Women/PRODUCTS/CLEANSE/SHAMPOO,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Men/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/Categories/Men/SHOP/SHOP BY HAIR CONCERNS/COCONUT OIL FREE,Default Category/TV /How to use Curlsmith protein bundle for color damaged hair?,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/COLOR TREATED HAIR,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@noujoud_yassine,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@haya_aldoserri,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@mwanacurly,Default Category/SHOP INFLUENCERS PICKS FOR WOMEN/@latfa_makeup,Default Category/Categories/Women,Default Category/TV /How to Deep Condition your Curls","base,gcc,UAE",Curlsmith - Core Strength Shampoo,1,Taxable Goods,"Catalog, Search",11,,curlsmith-core-strength-shampoo,"4/3/23, 9:24 AM","8/4/24, 12:25 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"barcode=850005417620,featured=No,hair_concern=Coconut Oil Free|Vegan,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=<p style=""text-align: left;"">Apply generously to wet hair. Massage vigorously into your scalp to break down dirt and product buildup. Rinse off thoroughly. If your hair is weak and damaged, follow with the Curlsmith Multi-tasking Conditioner and style with your favorite Curlsmith products.</p>,ingredients=<p>Water (Aqua), Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Decyl Glucoside, Peg-120 Methyl Glucose Trioleate, Opuntia Tuna (Prickly Pear) Fruit Extract, Cucurbita Pepo (Pumpkin) Seed Extract*, Psidium Guajava (Guava) Fruit Extract, Ribes Nigrum (Black Currant) Fruit Extract, Brassica Oleracea Acephala (Kale) Leaf Extract, Lentinus Edodes (Shiitake Mushroom) Extract*, Hydrolyzed Hemp Seed Extract, Hydrolyzed Rice Protein, Hydroxypropylgluconamide, Hydroxypropylammonium Gluconate, Glycerin, Propanediol, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-10, Citric Acid, Tartaric Acid, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Benzyl Alcohol, Limonene, Linalool, Fragrance (Parfum).</p>
<p>*Organic Ingredients</p>,mgs_brand=CURLSMITH - STRENGTH LINE,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,"/c/s/cs_corestrengthshampoo_12oz-hero_1024x1024_d233dd11-f297-494e-828a-194a574a92c0_pzs27mkgqrtnpeoz.jpg,/2/_/2_1_1.jpg,/3/_/3_1.jpg,/8/_/8.jpg",",,,",,,,,,,,,,,,,
CSM-ST004,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST004,ar,Default,simple,,,كيرلسميث - كور سترينث شامبو,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p style=""text-align: right;"">ضعي كمية وفيرة على الشعر المبلل. قم بتدليك فروة الرأس بحركات قوية لتفتيت الأوساخ وتراكم المنتجات. اشطف جيدًا. إذا كان شعرك ضعيفًا وتالفًا، استخدم بعده بلسم كيرلسميث ملتي-تاسكينج كوندشنر أند ستايل وقومي بتصفيفه باستخدام منتجات كيرلسميث المفضلة لديك.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST004,gcc_en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST004,gcc_ar,Default,simple,,,كيرلسميث - كور سترينث شامبو,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p style=""text-align: right;"">ضعي كمية وفيرة على الشعر المبلل. قم بتدليك فروة الرأس بحركات قوية لتفتيت الأوساخ وتراكم المنتجات. اشطف جيدًا. إذا كان شعرك ضعيفًا وتالفًا، استخدم بعده بلسم كيرلسميث ملتي-تاسكينج كوندشنر أند ستايل وقومي بتصفيفه باستخدام منتجات كيرلسميث المفضلة لديك.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSM-ST004,uae_ar,Default,simple,,,كيرلسميث - كور سترينث شامبو,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p style=""text-align: right;"">ضعي كمية وفيرة على الشعر المبلل. قم بتدليك فروة الرأس بحركات قوية لتفتيت الأوساخ وتراكم المنتجات. اشطف جيدًا. إذا كان شعرك ضعيفًا وتالفًا، استخدم بعده بلسم كيرلسميث ملتي-تاسكينج كوندشنر أند ستايل وقومي بتصفيفه باستخدام منتجات كيرلسميث المفضلة لديك.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCN-11232,,Default,simple,"Default Category/Categories/Women/SHOP/SHOP BY BUNDLES/FULL SIZE,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR","base,gcc",Curly Girl Essentials,1,Taxable Goods,"Catalog, Search",36.5,32.85,curly-girl-essentials,"4/3/23, 9:24 AM","5/4/24, 1:11 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"featured=Yes,hair_type=Wavy Hair|Curly Hair|Coily Hair",0,0,1,0,0,1,100,1,100,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,/c/u/curlygirlessential_0wexbhjzbccuewvd.jpg,,,,,,,,,,,,,,
