source_code,sku,status,quantity
kuwait,CKR-CK001S,1,21
kuwait,CLE-CE0006,1,114
kuwait,THC-10030,1,0
kuwait,BRE-100009,1,0
kuwait,BRE-100007,1,0
kuwait,BRE-100006,1,0
kuwait,BRE-100005,1,9
kuwait,BRE-100004,1,0
kuwait,BRE-100002,1,0
kuwait,BCL-1006,1,0
kuwait,BCL-1101,1,30
kuwait,HES-11312,1,0
kuwait,HES-11310,1,0
kuwait,HES-11305,1,0
kuwait,HES-90010,1,101
kuwait,CAN-07003,1,3
kuwait,CAN-07004,1,29
kuwait,HES-90046,1,0
kuwait,SHE-11212,1,0
kuwait,SHE-11210,1,0
kuwait,SHE-100009,1,24
kuwait,SHE-11211,1,0
kuwait,SHE-100008,1,0
kuwait,SHE-100007,1,0
kuwait,SHE-100006,1,18
kuwait,TGIN-11274,1,0
kuwait,TGIN-11273,1,0
kuwait,HES-90053,1,119
kuwait,HES-90018,1,84
kuwait,HES-90014,1,234
kuwait,SHE-100005,1,0
kuwait,SHE-100004,1,117
kuwait,SHE-11207,1,0
kuwait,SHE-100003,1,0
kuwait,SHE-100002,1,8
kuwait,SHE-100001,1,0
kuwait,HES-11298,1,0
kuwait,HES-11291,1,3
kuwait,HES-11289,1,0
kuwait,HES-11284,1,0
kuwait,HES-11282,1,0
kuwait,TGIN-11266,1,0
kuwait,TGIN-11270,1,0
kuwait,TGIN-11271,1,0
kuwait,TGIN-11267,1,0
kuwait,TGIN-11265,1,0
kuwait,TGIN-11275,1,0
kuwait,TGIN-11268,1,0
kuwait,HES-11326,1,0
kuwait,ECO-11049,1,0
kuwait,ECO-11050,1,0
kuwait,ECO-11047,1,0
kuwait,ECO-11048,1,0
kuwait,ECO-11045,1,0
kuwait,ECO-11054,1,0
kuwait,ECO-11055,1,2
kuwait,THC-10008,1,0
kuwait,THC-10021,1,0
kuwait,THC-10007,1,31
kuwait,CBB-11023,1,0
kuwait,CRT-11039,1,0
kuwait,CRT-11042,1,0
kuwait,CRT-11038,1,0
UAE,SHE-100001,1,0
kuwait,CRT-11041,1,7
kuwait,CRT-11036,1,0
kuwait,CRT-11037,1,0
kuwait,CCH-110012,1,0
kuwait,HES-90051,1,0
kuwait,SHE-100019,1,0
kuwait,SHE-11216,1,153
kuwait,SHE-100018,1,0
kuwait,CKR-BBCB,1,9
kuwait,OLA-N3,1,0
kuwait,DEN-D3ORIG,1,0
kuwait,BCL-1005,1,119
kuwait,BCL-1068,1,18
kuwait,BCL-1130,1,71
kuwait,BCL-1063,1,163
kuwait,BCL-1008,1,141
kuwait,BCL-2010,1,118
kuwait,BCL-1384,1,310
kuwait,BCL-1157,1,0
kuwait,BCL-1131,1,126
kuwait,CBB-11078,1,0
kuwait,CBB-11075,1,2
kuwait,CBB-11076,1,0
kuwait,CBB-11077,1,0
kuwait,THC-10029,1,0
kuwait,THC-10013,1,2
kuwait,THC-10012,1,1
kuwait,THC-10011,1,0
kuwait,FCL-KIT02,1,0
kuwait,THC-10006,1,0
kuwait,THC-10005,1,8
kuwait,THC-10004,1,10
kuwait,CBB-11022,1,0
kuwait,CKR-CK007,1,0
kuwait,CKR-POPD,1,71
kuwait,CCQ-11038,1,0
kuwait,REZ-DIF,1,0
kuwait,REZ-TWL,1,0
kuwait,BNC-500008,1,0
kuwait,BNC-500007,1,0
kuwait,BNC-500006,1,0
kuwait,FCL-FC006,1,0
kuwait,CKR-CK005,1,16
kuwait,CCQ-11039,1,1
kuwait,CCQ-11042,1,0
kuwait,CCQ-11043,1,0
kuwait,CCQ-11037,1,0
kuwait,CCQ-11036,1,0
kuwait,CPP-11033,1,9
kuwait,CPP-11032,1,0
kuwait,CPP-11035,1,0
kuwait,CPP-11034,1,0
kuwait,CPP-11031,1,0
kuwait,CBB-11021,1,0
kuwait,CBB-11029,1,0
kuwait,CBB-11020,1,0
kuwait,CBB-11019,1,0
kuwait,CBB-11018,1,0
kuwait,kwproduct,1,10
kuwait,JES-11139,1,6
kuwait,JES-11130,1,10
kuwait,JES-11108,1,2
kuwait,JES-11096,1,2
kuwait,JES-11082,1,0
kuwait,CSM-SC001,1,0
kuwait,AIA-000002,1,0
kuwait,UFD-11247,1,0
kuwait,UFD-11246,1,0
kuwait,UFD-11248,1,0
kuwait,CSM-ASC02,1,0
kuwait,FCL-KIT09,1,0
kuwait,BCL-0005,1,0
kuwait,CKR-10002,1,0
kuwait,DEN-D5ORIG,1,0
kuwait,DEN-D83PAD,1,39
kuwait,DEN-D4ORIG,1,120
kuwait,RZC-05103,1,0
kuwait,RZC-05125,1,0
kuwait,RZC-05104,1,0
kuwait,CRT-11040,1,0
kuwait,CCQ-11041,1,0
kuwait,FCL-KIT01,1,0
kuwait,TLX-60017,1,17
kuwait,CSM-KIT12,1,0
kuwait,CSM-ST003,1,0
kuwait,CSM-ST002,1,0
kuwait,CSM-ST001,1,0
kuwait,CSM-CO002,1,0
kuwait,CSM-CO001,1,0
kuwait,CSM-KIT08,1,0
kuwait,MIX-11172,1,0
kuwait,MIX-11174,1,0
kuwait,MIX-11173,1,0
kuwait,MIX-11180,1,0
kuwait,MIX-11171,1,0
kuwait,MIX-11183,1,0
kuwait,MIX-11182,1,0
kuwait,MIX-11184,1,0
kuwait,MIX-11170,1,14
kuwait,MIX-11181,1,0
kuwait,MIX-11169,1,0
kuwait,MIX-11185,1,0
kuwait,MIX-11177,1,0
kuwait,MIX-11179,1,27
kuwait,MIX-11176,1,0
kuwait,MIX-11175,1,0
kuwait,MIX-11178,1,0
kuwait,AIA-501607,1,1
kuwait,CBB-11026,1,0
kuwait,CBB-11017,1,0
kuwait,CBB-11024,1,0
kuwait,CBB-11025,1,0
kuwait,RZC-32031,1,157
kuwait,RZC-32030,1,0
kuwait,RZC-32032,1,190
kuwait,RZC-32033,1,0
kuwait,KCL-K-KTS,1,262
kuwait,CCH-110007,1,0
kuwait,CCH-110008,1,0
kuwait,CCH-110009,1,0
kuwait,CCH-110005,1,0
kuwait,CCH-110003,1,0
kuwait,THC-10003,1,8
kuwait,THC-10002,1,2
kuwait,THC-10001,1,3
kuwait,CKR-RJC,1,239
kuwait,ZAZ-11276,1,0
kuwait,BNC-500005,1,3
kuwait,FCL-FC014,1,0
kuwait,FCL-FC002,1,0
kuwait,FCL-FC012,1,0
kuwait,FCL-FC011,1,1
kuwait,FC-HHM8,1,39
kuwait,FCL-FC005,1,0
kuwait,FCL-FC009,1,0
kuwait,FCL-FC010,1,0
kuwait,KCL-K-CC8,1,217
kuwait,KCL-K-MM8,1,0
kuwait,KCL-K-SC12,1,156
kuwait,CKR-CK002,1,61
kuwait,CKR-CK014,1,7
kuwait,BNC-500004,1,0
kuwait,BNC-500003,1,0
kuwait,BNC-500002,1,0
kuwait,RAW-11204,1,44
kuwait,RAW-11205,1,0
kuwait,RAW-11199,1,102
kuwait,CKR-CK003,1,86
kuwait,CKR-X-H2O,1,0
kuwait,CKR-CK008S,1,0
kuwait,CKR-CK010,1,8
kuwait,CKR-CK006,1,23
kuwait,KCL-K-KB,1,70
kuwait,TPC-11239,1,36
kuwait,TPC-11242,1,0
kuwait,CLE-CE0003,1,391
kuwait,JES-11142,1,80
kuwait,JES-11120,1,57
kuwait,JES-11098,1,99
kuwait,INS-60516,1,9
kuwait,INS-60520,1,3
kuwait,CLE-CE0005,1,23
kuwait,CLE-CE0004,1,79
kuwait,CLE-CE0002,1,153
kuwait,CLE-CE0001,1,183
kuwait,CKR-CK004S,1,4
kuwait,BNC-500001,1,0
kuwait,CAN-500018,1,10
kuwait,CAN-500014,1,0
kuwait,CAN-500017,1,0
kuwait,TPC-11243,1,1
kuwait,TPC-11241,1,0
kuwait,JES-11124,1,0
kuwait,JES-11119,1,0
kuwait,JES-11089,1,0
kuwait,JES-11133,1,143
kuwait,JES-11125,1,95
kuwait,JES-11090,1,48
kuwait,JES-11084,1,115
kuwait,JES-11143,1,65
kuwait,JES-11093,1,150
kuwait,JES-11079,1,188
kuwait,JES-11111,1,80
kuwait,JES-11103,1,201
kuwait,INS-60517,1,10
kuwait,INS-60519,1,0
kuwait,INS-60518,1,0
kuwait,INS-60501,1,4
kuwait,INS-11551,1,0
kuwait,RR-RXOIL,1,0
kuwait,Sample product,1,10
UAE,Sample product,1,10
kuwait,INS-60502,1,0
kuwait,fdvdfvdfvfdvd-White,1,10
UAE,fdvdfvdfvfdvd-White,1,10
kuwait,fdvdfvdfvfdvd-Black,1,8
UAE,fdvdfvdfvfdvd-Black,1,10
kuwait,CKR-FLXG-Purple,1,20
UAE,CKR-FLXG-Purple,1,10
kuwait,CKR-FLXG-Green,1,20
UAE,CKR-FLXG-Green,1,10
kuwait,CKR-FLXG-RED,1,20
UAE,CKR-FLXG-RED,1,10
kuwait,CKR-CK001-8 oz,1,5
UAE,CKR-CK001-8 oz,1,5
kuwait,CKR-CK002-1,1,50
UAE,CKR-CK002-1,1,50
kuwait,CKR-CK002S,1,10
UAE,CKR-CK002S,1,41
kuwait,CKR-CK003-1,1,50
UAE,CKR-CK003-1,1,50
kuwait,CKR-CK003S,1,6
UAE,CKR-CK003S,1,6
kuwait,CKR-CK004S-1,1,50
UAE,CKR-CK004S-1,1,50
kuwait,CKR-CK004,1,0
UAE,CKR-CK004,1,0
kuwait,CKR-CK008S-1,1,50
UAE,CKR-CK008S-1,1,50
kuwait,CKR-CK008,1,32
UAE,CKR-CK008,1,5
kuwait,CKR-CK014-1,1,50
UAE,CKR-CK014-1,1,50
kuwait,CKR-CK014S,1,4
UAE,CKR-CK014S,1,0
kuwait,CKR-BBCB-1,1,50
UAE,CKR-BBCB-1,1,50
kuwait,CKR-BBCW,1,17
UAE,CKR-BBCW,1,0
kuwait,CKR-CK009-1,1,50
UAE,CKR-CK009-1,1,50
kuwait,CKR-CK009S,1,22
UAE,CKR-CK009S,1,8
kuwait,CKR-CK011-1,1,50
UAE,CKR-CK011-1,1,50
kuwait,CKR-CK011S,1,12
UAE,CKR-CK011S,1,17
kuwait,CSM-ST001-1,1,0
UAE,CSM-ST001-1,1,73
kuwait,CSM-ST010,1,0
UAE,CSM-ST010,1,12
kuwait,CSM-MO001-1,1,0
UAE,CSM-MO001-1,1,0
kuwait,CSM-MO011,1,0
UAE,CSM-MO011,1,0
kuwait,CSM-MO002-1,1,50
UAE,CSM-MO002-1,1,50
kuwait,CSM-MO012,1,0
UAE,CSM-MO012,1,67
kuwait,CSM-MO004-1,1,3
UAE,CSM-MO004-1,1,67
kuwait,CSM-MO010,1,0
UAE,CSM-MO010,1,0
kuwait,CSM-MO003-1,1,0
UAE,CSM-MO003-1,1,28
kuwait,CSM-MO013,1,0
UAE,CSM-MO013,1,0
kuwait,CSM-MO006-1,1,50
UAE,CSM-MO006-1,1,50
kuwait,CSM-MO014,1,0
UAE,CSM-MO014,1,27
kuwait,CSM-SC003-1,1,50
UAE,CSM-SC003-1,1,50
kuwait,CSM-SC011,1,0
UAE,CSM-SC011,1,0
kuwait,CSM-SC007-1,1,50
UAE,CSM-SC007-1,1,50
kuwait,CSM-SC004-1,1,0
UAE,CSM-SC004-1,1,27
kuwait,CSM-SC010,1,0
UAE,CSM-SC010,1,0
kuwait,CLE-CE0001-1,1,229
UAE,CLE-CE0001-1,1,51
kuwait,CLE-CE0007,1,0
UAE,CLE-CE0007,1,0
kuwait,CLE-CE0002-1,1,217
UAE,CLE-CE0002-1,1,34
kuwait,CLE-CE0008,1,0
UAE,CLE-CE0008,1,0
kuwait,CLE-CE0004-1,1,163
UAE,CLE-CE0004-1,1,73
kuwait,CLE-CE0010,1,0
UAE,CLE-CE0010,1,0
kuwait,CLE-CE0005-1,1,50
UAE,CLE-CE0005-1,1,50
kuwait,CLE-CE0003-1,1,50
UAE,CLE-CE0003-1,1,50
kuwait,CLE-CE0009,1,73
UAE,CLE-CE0009,1,0
kuwait,CLE-CE0011,1,0
UAE,CLE-CE0011,1,0
kuwait,CLE-CE0006-1,1,50
UAE,CLE-CE0006-1,1,50
kuwait,CLE-CE0012,1,0
UAE,CLE-CE0012,1,0
kuwait,ECO-11051-1,1,50
UAE,ECO-11051-1,1,50
kuwait,HES-90026-1,1,50
UAE,HES-90026-1,1,50
kuwait,HES-90027,1,0
UAE,HES-90027,1,0
kuwait,HES-90027-1,1,50
UAE,HES-90027-1,1,50
kuwait,HES-90028,1,0
UAE,HES-90028,1,0
kuwait,HES-90023-1,1,50
UAE,HES-90023-1,1,50
kuwait,HES-90024,1,215
UAE,HES-90024,1,0
kuwait,HES-90024-1,1,50
UAE,HES-90024-1,1,50
kuwait,HES-90025,1,227
UAE,HES-90025,1,12
kuwait,HES-90018-1,1,50
UAE,HES-90018-1,1,50
kuwait,HES-90019,1,41
UAE,HES-90019,1,6
kuwait,HES-90019-1,1,50
UAE,HES-90019-1,1,50
kuwait,HES-900121,1,50
UAE,HES-900121,1,50
kuwait,HES-90014-1,1,50
UAE,HES-90014-1,1,50
kuwait,HES-90015,1,257
UAE,HES-90015,1,6
kuwait,HES-90015-1,1,50
UAE,HES-90015-1,1,50
kuwait,HES-90017,1,265
UAE,HES-90017,1,11
kuwait,HES-90017-1,1,50
UAE,HES-90017-1,1,50
kuwait,HES-90016,1,9
UAE,HES-90016,1,0
kuwait,HES-90010-1,1,50
UAE,HES-90010-1,1,50
kuwait,HES-90011,1,0
UAE,HES-90011,1,0
kuwait,HES-90011-1,1,50
UAE,HES-90011-1,1,50
kuwait,HES-90012,1,74
UAE,HES-90012,1,2
kuwait,HES-90058,1,66
UAE,HES-90058,1,51
kuwait,HES-90058-1,1,50
UAE,HES-90058-1,1,50
kuwait,HES-11282-1,1,50
UAE,HES-11282-1,1,50
kuwait,HES-11283,1,15
UAE,HES-11283,1,6
kuwait,HES-11283-1,1,50
UAE,HES-11283-1,1,50
kuwait,HES-90059,1,103
UAE,HES-90059,1,54
kuwait,HES-90056-1,1,50
UAE,HES-90056-1,1,50
kuwait,HES-90057,1,14
UAE,HES-90057,1,0
kuwait,HES-11307-1,1,50
UAE,HES-11307-1,1,50
kuwait,HES-11309,1,97
UAE,HES-11309,1,4
kuwait,HES-11306,1,1
UAE,HES-11306,1,14
kuwait,HES-11306-1,1,50
UAE,HES-11306-1,1,50
kuwait,HES-11291-1,1,50
UAE,HES-11291-1,1,50
kuwait,HES-11296,1,0
UAE,HES-11296,1,0
kuwait,HES-11298-1,1,50
UAE,HES-11298-1,1,50
kuwait,HES-11299,1,0
UAE,HES-11299,1,0
kuwait,HES-11299-1,1,50
UAE,HES-11299-1,1,50
kuwait,HES-11300,1,0
UAE,HES-11300,1,0
kuwait,HES-11300-1,1,50
UAE,HES-11300-1,1,50
kuwait,HES-11303,1,0
UAE,HES-11303,1,0
kuwait,HES-90061,1,3
UAE,HES-90061,1,6
kuwait,HES-90061-1,1,50
UAE,HES-90061-1,0,0
kuwait,HES-11542,1,103
UAE,HES-11542,1,0
kuwait,HES-11542-1,1,45
UAE,HES-11542-1,1,50
kuwait,HES-11539,1,55
UAE,HES-11539,1,14
kuwait,HES-11539-1,1,45
UAE,HES-11539-1,1,50
kuwait,HES-11540,1,130
UAE,HES-11540,1,12
kuwait,HES-11540-1,1,45
UAE,HES-11540-1,1,50
kuwait,HES-11538,1,69
UAE,HES-11538,1,4
kuwait,HES-11538-1,1,49
UAE,HES-11538-1,1,50
kuwait,HES-11537-1,1,49
UAE,HES-11537-1,1,50
kuwait,HES-11535,1,26
UAE,HES-11535,1,9
kuwait,HES-11535-1,1,49
UAE,HES-11535-1,1,50
kuwait,HES-11536,1,127
UAE,HES-11536,1,9
kuwait,HES-90045,1,0
UAE,HES-90045,1,0
kuwait,HES-11345-1,1,50
UAE,HES-11345-1,0,0
kuwait,HES-11346,1,0
UAE,HES-11346,1,0
kuwait,HES-90052,1,33
UAE,HES-90052,1,12
kuwait,HES-90052-1,1,50
UAE,HES-90052-1,1,50
kuwait,HES-11328-1,1,50
UAE,HES-11328-1,1,50
kuwait,HES-11329,1,0
UAE,HES-11329,1,0
kuwait,HES-11329-1,1,50
UAE,HES-11329-1,1,50
kuwait,HES-11330,1,21
UAE,HES-11330,1,72
kuwait,HES-90047,1,212
UAE,HES-90047,1,13
kuwait,HES-90047-1,1,50
UAE,HES-90047-1,1,50
kuwait,HES-90048,1,100
UAE,HES-90048,1,12
kuwait,HES-90048-1,1,50
UAE,HES-90048-1,1,50
kuwait,HES-90049,1,269
UAE,HES-90049,1,63
kuwait,HES-90049-1,1,50
UAE,HES-90049-1,1,50
kuwait,HES-90050,1,287
UAE,HES-90050,1,52
kuwait,HES-11284-1,1,50
UAE,HES-11284-1,1,50
kuwait,HES-11286,1,35
UAE,HES-11286,1,41
kuwait,HES-11289-1,1,50
UAE,HES-11289-1,1,50
kuwait,HES-11290,1,52
UAE,HES-11290,1,50
kuwait,HES-11562,1,0
UAE,HES-11562,1,0
kuwait,HES-11562-1,1,50
UAE,HES-11562-1,1,50
kuwait,HES-11561,1,56
UAE,HES-11561,1,12
kuwait,HES-11561-1,1,50
UAE,HES-11561-1,1,50
kuwait,HES-11560,1,0
UAE,HES-11560,1,19
kuwait,HES-11560-1,1,50
UAE,HES-11560-1,1,50
kuwait,HES-11563,1,0
UAE,HES-11563,1,0
kuwait,HES-11566,1,0
UAE,HES-11566,1,0
kuwait,HES-11566-1,1,50
UAE,HES-11566-1,1,50
kuwait,HES-11564,1,16
UAE,HES-11564,1,19
kuwait,HES-11564-1,1,50
UAE,HES-11564-1,1,50
kuwait,HES-11565,1,63
UAE,HES-11565,1,18
kuwait,HES-11565-1,1,50
UAE,HES-11565-1,1,50
kuwait,HES-11567,1,14
UAE,HES-11567,1,10
kuwait,HES-11570,1,0
UAE,HES-11570,1,0
kuwait,HES-11570-1,1,50
UAE,HES-11570-1,1,50
kuwait,HES-11568,1,14
UAE,HES-11568,1,17
kuwait,HES-11568-1,1,50
UAE,HES-11568-1,1,50
kuwait,HES-11569,1,67
UAE,HES-11569,1,16
kuwait,HES-11569-1,1,50
UAE,HES-11569-1,1,50
kuwait,HES-11571,1,43
UAE,HES-11571,1,10
kuwait,HES-11571-1,1,50
UAE,HES-11571-1,1,50
kuwait,HES-11577,1,29
UAE,HES-11577,1,10
kuwait,HES-11577-1,1,50
UAE,HES-11577-1,1,50
kuwait,HES-11573,1,25
UAE,HES-11573,1,49
kuwait,HES-11573-1,1,50
UAE,HES-11573-1,1,50
kuwait,HES-11574,1,55
UAE,HES-11574,1,82
kuwait,HES-11574-1,1,50
UAE,HES-11574-1,1,50
kuwait,HES-11575,1,82
UAE,HES-11575,1,3
kuwait,HES-11575-1,1,50
UAE,HES-11575-1,1,50
kuwait,HES-11576,1,72
UAE,HES-11576,1,1
kuwait,HES-11334,1,0
UAE,HES-11334,1,0
kuwait,HES-11334-1,1,50
UAE,HES-11334-1,0,0
kuwait,HES-11572,1,0
UAE,HES-11572,1,0
kuwait,HES-90030,1,141
UAE,HES-90030,1,0
kuwait,HES-90030-1,1,0
UAE,HES-90030-1,1,11
kuwait,HES-90054,1,149
UAE,HES-90054,1,10
kuwait,HES-90054-1,1,2
UAE,HES-90054-1,1,22
kuwait,HES-90039,1,77
UAE,HES-90039,1,12
kuwait,ZAZ-11276-1,1,50
UAE,ZAZ-11276-1,1,50
kuwait,ZAZ-11277,1,3
UAE,ZAZ-11277,1,0
kuwait,ZAZ-11277-1,1,50
UAE,ZAZ-11277-1,1,50
kuwait,ZAZ-11278,1,0
UAE,ZAZ-11278,1,0
kuwait,ZAZ-11278-1,1,50
UAE,ZAZ-11278-1,1,50
kuwait,ZAZ-11279,1,7
UAE,ZAZ-11279,1,0
kuwait,ZAZ-11279-1,1,50
UAE,ZAZ-11279-1,1,50
kuwait,ZAZ-11280,1,4
UAE,ZAZ-11280,1,0
kuwait,ZAZ-11280-1,1,50
UAE,ZAZ-11280-1,1,50
kuwait,ZAZ-11281,1,3
UAE,ZAZ-11281,1,0
kuwait,INS-60501-1,1,50
UAE,INS-60501-1,1,50
kuwait,INS-60601,1,115
UAE,INS-60601,1,8
kuwait,INS-60519-1,1,50
UAE,INS-60519-1,1,50
kuwait,INS-60619,1,72
UAE,INS-60619,1,5
kuwait,INS-11551-1,1,50
UAE,INS-11551-1,1,50
kuwait,INS-60615,1,76
UAE,INS-60615,1,17
kuwait,INS-60517-1,1,50
UAE,INS-60517-1,1,50
kuwait,INS-60617,1,151
UAE,INS-60617,1,15
kuwait,INS-60520-1,1,50
UAE,INS-60520-1,1,50
kuwait,INS-60620,1,57
UAE,INS-60620,1,0
kuwait,INS-60503-1,1,48
UAE,INS-60503-1,1,50
kuwait,INS-11504,1,0
UAE,INS-11504,1,7
kuwait,INS-60521-1,1,50
UAE,INS-60521-1,1,50
kuwait,INS-60621,1,133
UAE,INS-60621,1,9
kuwait,INS-60504-1,1,0
UAE,INS-60504-1,1,0
kuwait,INS-60604,1,273
UAE,INS-60604,1,0
kuwait,INS-60505-1,1,6
UAE,INS-60505-1,1,35
kuwait,INS-60605,1,6
UAE,INS-60605,1,3
kuwait,INS-MM-02-01-P-1,1,50
UAE,INS-MM-02-01-P-1,1,50
kuwait,INS-60506,1,0
UAE,INS-60506,1,0
kuwait,INS-60507,1,0
UAE,INS-60507,1,2
kuwait,INS-60507-1,1,0
UAE,INS-60507-1,1,7
kuwait,INS-60508-1,1,50
UAE,INS-60508-1,1,50
kuwait,INS-HSE-02-01-P,1,0
UAE,INS-HSE-02-01-P,1,3
kuwait,INS-60512-1,1,0
UAE,INS-60512-1,1,0
kuwait,INS-60612,1,0
UAE,INS-60612,1,34
kuwait,INS-60511-1,1,0
UAE,INS-60511-1,1,14
kuwait,INS-60611,1,11
UAE,INS-60611,1,30
kuwait,INS-60510-1,1,50
UAE,INS-60510-1,1,50
kuwait,INS-60610,1,10
UAE,INS-60610,1,13
kuwait,JES-11111-1,1,16
UAE,JES-11111-1,1,7
kuwait,JES-11112,1,87
UAE,JES-11112,1,13
kuwait,JES-11112-1,1,50
UAE,JES-11112-1,1,50
kuwait,JES-11115,1,77
UAE,JES-11115,1,9
kuwait,JES-11125-1,1,137
UAE,JES-11125-1,1,69
kuwait,JES-11126,1,83
UAE,JES-11126,1,77
kuwait,JES-11126-1,1,50
UAE,JES-11126-1,1,50
kuwait,JES-11129,1,65
UAE,JES-11129,1,28
kuwait,JES-11090-1,1,93
UAE,JES-11090-1,1,35
kuwait,JES-11091,1,2
UAE,JES-11091,1,47
kuwait,JES-11091-1,1,50
UAE,JES-11091-1,1,50
kuwait,JES-11092,1,97
UAE,JES-11092,1,11
kuwait,JES-11098-1,1,61
UAE,JES-11098-1,1,48
kuwait,JES-11099,1,59
UAE,JES-11099,1,29
kuwait,JES-11099-1,1,50
UAE,JES-11099-1,1,50
kuwait,JES-11100,1,0
UAE,JES-11100,1,5
kuwait,JES-11143-1,1,169
UAE,JES-11143-1,1,48
kuwait,JES-11144,1,55
UAE,JES-11144,1,43
kuwait,JES-11144-1,1,50
UAE,JES-11144-1,1,50
kuwait,JES-11145,1,203
UAE,JES-11145,1,38
kuwait,JES-11139-1,1,50
UAE,JES-11139-1,1,50
kuwait,JES-11141,1,3
UAE,JES-11141,1,0
kuwait,JES-11133-1,1,115
UAE,JES-11133-1,1,30
kuwait,JES-11136,1,139
UAE,JES-11136,1,50
kuwait,JES-11136-1,1,50
UAE,JES-11136-1,1,50
kuwait,JES-11138,1,225
UAE,JES-11138,1,37
kuwait,JES-11079-1,1,231
UAE,JES-11079-1,1,55
kuwait,JES-11080,1,70
UAE,JES-11080,1,25
kuwait,JES-11080-1,1,50
UAE,JES-11080-1,1,50
kuwait,JES-11081,1,122
UAE,JES-11081,1,28
kuwait,JES-11093-1,1,114
UAE,JES-11093-1,1,52
kuwait,JES-11094,1,34
UAE,JES-11094,1,5
kuwait,JES-11094-1,1,50
UAE,JES-11094-1,1,50
kuwait,JES-11095,1,183
UAE,JES-11095,1,31
kuwait,JES-11103-1,1,88
UAE,JES-11103-1,1,41
kuwait,JES-11106,1,165
UAE,JES-11106,1,22
kuwait,JES-11106-1,1,50
UAE,JES-11106-1,1,50
kuwait,JES-11107,1,192
UAE,JES-11107,1,30
kuwait,JES-11108-1,1,50
UAE,JES-11108-1,1,50
kuwait,JES-11109,1,1
UAE,JES-11109,1,0
kuwait,JES-11082-1,1,50
UAE,JES-11082-1,1,50
kuwait,JES-11083,1,5
UAE,JES-11083,1,0
kuwait,JES-11084-1,1,36
UAE,JES-11084-1,1,0
kuwait,JES-11085,1,0
UAE,JES-11085,1,11
kuwait,JES-11085-1,1,50
UAE,JES-11085-1,1,50
kuwait,JES-11086,1,0
UAE,JES-11086,1,10
kuwait,JES-11087-1,1,50
UAE,JES-11087-1,1,50
kuwait,JES-11088,1,3
UAE,JES-11088,1,0
kuwait,JES-11116-1,1,50
UAE,JES-11116-1,1,50
kuwait,JES-11118,1,0
UAE,JES-11118,1,0
kuwait,JES-11121-1,1,50
UAE,JES-11121-1,1,50
kuwait,JES-11123,1,0
UAE,JES-11123,1,0
kuwait,JES-11096-1,1,50
UAE,JES-11096-1,1,50
kuwait,JES-11097,1,0
UAE,JES-11097,1,0
kuwait,JES-11130-1,1,50
UAE,JES-11130-1,1,50
kuwait,JES-11146-1,1,50
UAE,JES-11146-1,1,50
kuwait,JES-11150,1,7
UAE,JES-11150,1,0
kuwait,RZC-KIT01-1,1,50
UAE,RZC-KIT01-1,1,50
kuwait,RZC-32039,1,35
UAE,RZC-32039,1,9
kuwait,HES-11553,1,0
UAE,HES-11553,1,0
kuwait,HES-11554,1,76
UAE,HES-11554,1,6
kuwait,HES-90041,1,0
UAE,HES-90041,1,0
kuwait,HES-11555,1,50
UAE,HES-11555,1,6
kuwait,HES-11552,1,81
UAE,HES-11552,1,5
kuwait,CLE-KWDB,1,1
UAE,CLE-KWDB,1,0
kuwait,JES-11132,1,8
UAE,JES-11132,1,0
kuwait,Giftcard,1,996
kuwait,AIA-501013,1,0
UAE,AIA-501013,1,33
kuwait,HES-11297,1,0
UAE,HES-11297,1,0
kuwait,HES-90021,1,43
UAE,HES-90021,1,0
UAE,SOC-11227,1,0
UAE,BCL-0010,1,1
UAE,CAN-07987,1,0
UAE,CAN-07988,1,0
UAE,CAN-07990,1,15
UAE,CAN-07991,1,1
UAE,CAN-07992,1,0
UAE,CAN-07993,1,18
UAE,CAN-07995,1,18
UAE,CAN-07996,1,17
UAE,CAN-08001,1,15
UAE,CAN-500030,1,0
UAE,CKR-CK001,1,0
UAE,CKR-FLXG,1,31
UAE,CKR-FLXP,1,69
UAE,CKR-QDSGHP,1,9
UAE,HES-11293,1,8
UAE,HES-11315,1,7
UAE,INS-60502,1,0
UAE,INS-60618,1,2
UAE,INS-MM-02-01-P,1,23
UAE,KCL-K-CC8S,1,0
UAE,KCL-K-MM8S,1,0
UAE,KCL-K-SC12S,1,0
UAE,SHE-100063,1,2
UAE,SHE-100064,1,0
UAE,SHE-100065,1,16
UAE,BCL-0009,1,0
UAE,BCL-0011,1,0
UAE,CCH-110004,1,4
UAE,CCH-110006,1,12
UAE,CCH-110013,1,0
UAE,CKR-CK00112OZ,1,0
UAE,CKR-CK0048OZ,1,0
UAE,CON-VIDEO,1,0
UAE,CSM-KIT17,1,16
UAE,CSM-ST011,1,0
UAE,ESS-11060,1,0
UAE,ESS-11061,1,0
UAE,ESS-11062,1,0
UAE,ESS-11063,1,0
UAE,ESS-11064,1,0
UAE,ESS-11065,1,0
UAE,HES-11285,1,0
UAE,HES-11287,1,0
UAE,HES-11288,1,0
UAE,HES-11292,1,0
UAE,HES-11294,1,0
UAE,HES-11295,1,0
UAE,HES-11301,1,0
UAE,HES-11302,1,0
UAE,HES-11304,1,0
UAE,HES-11308,1,0
UAE,HES-11311,1,0
UAE,HES-11313,1,0
UAE,HES-11314,1,0
UAE,HES-11316,1,0
